publisher_name,country,contact_email
Futura Pub. Co.,Unknown,contact@futurapubco.com
Carlton,Unknown,contact@carlton.com
Simon & Schuster Books for Young Readers,Unknown,contact@simonschusterbooksforyoungreaders.com
North-Holland,Unknown,contact@northholland.com
Ministre des approvisionnements et services Canada,Unknown,contact@ministredesapprovisionnementsetservicescanada.com
Delos Press,Unknown,contact@delospress.com
R. Carswell,Unknown,contact@rcarswell.com
Krieger Pub. Co,Unknown,contact@kriegerpubco.com
Kraus,Unknown,contact@kraus.com
International Centre for Ethnic Studies,Unknown,contact@internationalcentreforethnicstudies.com
Errata,Unknown,contact@errata.com
Yard Dog Press,Unknown,contact@yarddogpress.com
Parigramme,Unknown,contact@parigramme.com
Der Kleine Verlag,Unknown,contact@derkleineverlag.com
Editorial Trotta,Unknown,contact@editorialtrotta.com
Manshūrāt al-Ikhtilāf,Unknown,contact@manshrtalikhtilf.com
Templar Publishing,Unknown,contact@templarpublishing.com
Marvel,Unknown,contact@marvel.com
Grand Cyrus Press,Unknown,contact@grandcyruspress.com
Elsevier Health Sciences,Unknown,contact@elsevierhealthsciences.com
Scholastic Australia,Unknown,contact@scholasticaustralia.com
Quarto Publishing Group USA,Unknown,contact@quartopublishinggroupusa.com
Aberdeen University Press,Unknown,contact@aberdeenuniversitypress.com
CLAIR DE LUNE,Unknown,contact@clairdelune.com
Fundação Alexandre de Gusmão,Unknown,contact@fundaoalexandredegusmo.com
Raih Asa Sukses,Unknown,contact@raihasasukses.com
Fiesta City Publishers,Unknown,contact@fiestacitypublishers.com
Aliform Publishing,Unknown,contact@aliformpublishing.com
Ulysses Press,Unknown,contact@ulyssespress.com
Türkiye Is Bankasi Kültür Yayinlari,Unknown,contact@trkiyeisbankasikltryayinlari.com
Muehlbauer  Jesse,Unknown,contact@muehlbauerjesse.com
R. Hale,Unknown,contact@rhale.com
VGU im. P.M. Masherova,Unknown,contact@vguimpmmasherova.com
Salzwasser,Unknown,contact@salzwasser.com
Instytut Pamięci Narodowej - Komisja Ścigania Zbrodni przeciwko Narodowi Polskiemu,Unknown,contact@instytutpamicinarodowejkomisjaciganiazbrodniprzeciwkonarodowipolskiemu.com
Yamakawa Shuppansha,Unknown,contact@yamakawashuppansha.com
newyear Studios,Unknown,contact@newyearstudios.com
DC Moore Gallery,Unknown,contact@dcmooregallery.com
Ediciones Albores,Unknown,contact@edicionesalbores.com
NewSouth Publishing,Unknown,contact@newsouthpublishing.com
Ministère de la culture et de l'environnement ; Département de la Seine-Saint-Denis,Unknown,contact@ministredelacultureetdelenvironnementdpartementdelaseinesaintdenis.com
Forefront Books,Unknown,contact@forefrontbooks.com
McKnight & McKnight,Unknown,contact@mcknightmcknight.com
Bloomsbury Academic & Professional,Unknown,contact@bloomsburyacademicprofessional.com
Ann  Jewel E.,Unknown,contact@annjewele.com
Vakgroep Vrouwenstudies  Vrouwen en Autonomie,Unknown,contact@vakgroepvrouwenstudiesvrouwenenautonomie.com
Bachstelz-Verlag,Unknown,contact@bachstelzverlag.com
publisher not identified,Unknown,contact@publishernotidentified.com
Manz-Verlag Schulbuch,Unknown,contact@manzverlagschulbuch.com
Prometheus,Unknown,contact@prometheus.com
Houghton Mifflin Co.,Unknown,contact@houghtonmifflinco.com
Vrystaatse Argiefbewaarplek,Unknown,contact@vrystaatseargiefbewaarplek.com
Orion Books Limited,Unknown,contact@orionbookslimited.com
Raven Press,Unknown,contact@ravenpress.com
Odysseus Enterprises,Unknown,contact@odysseusenterprises.com
Cartea Româneasca,Unknown,contact@cartearomaneasca.com
Walter De Gruyter Inc,Unknown,contact@walterdegruyterinc.com
Jones & Bartlett Publishers,Unknown,contact@jonesbartlettpublishers.com
E.D.C. Publishing,Unknown,contact@edcpublishing.com
Verlag Frauenoffensive,Unknown,contact@verlagfrauenoffensive.com
Ameriacn Watchmakers-Clockmakers Institute,Unknown,contact@ameriacnwatchmakersclockmakersinstitute.com
Dodo Press,Unknown,contact@dodopress.com
Leckie & Leckie,Unknown,contact@leckieleckie.com
Diamond Library Publications,Unknown,contact@diamondlibrarypublications.com
INSTANTPUBLISHER,Unknown,contact@instantpublisher.com
Editions Plume France,Unknown,contact@editionsplumefrance.com
Panorama Mexico,Unknown,contact@panoramamexico.com
Ars Milleni,Unknown,contact@arsmilleni.com
Editorial Grijalbo,Unknown,contact@editorialgrijalbo.com
Payot,Unknown,contact@payot.com
Izdatelska kŭshta "Petŭr Beron",Unknown,contact@izdatelskakshtapetrberon.com
Leske + Budrich,Unknown,contact@leskebudrich.com
E.A. Seemann,Unknown,contact@easeemann.com
Economics Division  Bank of England,Unknown,contact@economicsdivisionbankofengland.com
Les Belles Lettres,Unknown,contact@lesbelleslettres.com
Sphere,Unknown,contact@sphere.com
Di zhen chu ban she,Unknown,contact@dizhenchubanshe.com
Silhouette Books,Unknown,contact@silhouettebooks.com
PTS Edar,Unknown,contact@ptsedar.com
ISI Books,Unknown,contact@isibooks.com
Ru he chu ban she you xian gong si,Unknown,contact@ruhechubansheyouxiangongsi.com
Live Oak Media,Unknown,contact@liveoakmedia.com
Steinkopff,Unknown,contact@steinkopff.com
Llewellyn Publications,Unknown,contact@llewellynpublications.com
Tongsŏ Munhwasa,Unknown,contact@tongsmunhwasa.com
Î.S. Firma Editorial-Poligrafică "Tipografia Centrală",Unknown,contact@sfirmaeditorialpoligrafictipografiacentral.com
Sandy Creek,Unknown,contact@sandycreek.com
Actes sud,Unknown,contact@actessud.com
Revell,Unknown,contact@revell.com
Gerekli Seyler Yayincilik,Unknown,contact@gerekliseyleryayincilik.com
Vittorio Klostermann GmbH,Unknown,contact@vittorioklostermanngmbh.com
Iron Stream Media,Unknown,contact@ironstreammedia.com
BFI Pub.,Unknown,contact@bfipub.com
Forward Press,Unknown,contact@forwardpress.com
Institute of Education Press (IOE Press),Unknown,contact@instituteofeducationpressioepress.com
Hamilton Books,Unknown,contact@hamiltonbooks.com
Matica makedonska,Unknown,contact@maticamakedonska.com
Gangut,Unknown,contact@gangut.com
Sanseidō,Unknown,contact@sanseid.com
R. West,Unknown,contact@rwest.com
Time Inc. Books,Unknown,contact@timeincbooks.com
Editorial Verbo Divino,Unknown,contact@editorialverbodivino.com
Publibook,Unknown,contact@publibook.com
Martin-Verlag Berger,Unknown,contact@martinverlagberger.com
Marvel Worldwide  Incorporated,Unknown,contact@marvelworldwideincorporated.com
Legacy of Home Press  The,Unknown,contact@legacyofhomepressthe.com
Hakusuisha,Unknown,contact@hakusuisha.com
E. A. Seemann,Unknown,contact@easeemann.com
Fujimi Shobō,Unknown,contact@fujimishob.com
Mungo Press,Unknown,contact@mungopress.com
Perrin,Unknown,contact@perrin.com
Henry Holt and Co. (BYR),Unknown,contact@henryholtandcobyr.com
Chalice Press,Unknown,contact@chalicepress.com
Blue Moon Books,Unknown,contact@bluemoonbooks.com
Zaklad Narodowy im. Ossolinskich,Unknown,contact@zakladnarodowyimossolinskich.com
Music Book Services Corporation,Unknown,contact@musicbookservicescorporation.com
Sagebrush Education Resources,Unknown,contact@sagebrusheducationresources.com
Wiley-Interscience,Unknown,contact@wileyinterscience.com
Hagstrom Map Co.,Unknown,contact@hagstrommapco.com
William O. Beazley,Unknown,contact@williamobeazley.com
Gallimard Jeunesse - Giboulées,Unknown,contact@gallimardjeunessegiboules.com
Parole et silence,Unknown,contact@paroleetsilence.com
Exetera,Unknown,contact@exetera.com
Zondervan Pub. House,Unknown,contact@zondervanpubhouse.com
Benu-Dictine Press,Unknown,contact@benudictinepress.com
SPCK,Unknown,contact@spck.com
Franciscan Herald Press,Unknown,contact@franciscanheraldpress.com
A. & C. Black,Unknown,contact@acblack.com
Haynes Pub. Group,Unknown,contact@haynespubgroup.com
The Stationery Office,Unknown,contact@thestationeryoffice.com
Työvoimaministeriö  Suunnitteluosasto,Unknown,contact@tyovoimaministeriosuunnitteluosasto.com
Ren ben zi ran wen hua shi ye you xian gong si,Unknown,contact@renbenziranwenhuashiyeyouxiangongsi.com
For Dummies,Unknown,contact@fordummies.com
Uroboros,Unknown,contact@uroboros.com
Garland,Unknown,contact@garland.com
The Museum,Unknown,contact@themuseum.com
Galaxia Gutenberg,Unknown,contact@galaxiagutenberg.com
Liverpool University Press,Unknown,contact@liverpooluniversitypress.com
IFKA,Unknown,contact@ifka.com
SCHOLASTICS,Unknown,contact@scholastics.com
Kōdansha,Unknown,contact@kodansha.com
De Eekhoorn,Unknown,contact@deeekhoorn.com
Hackett Publishing Company  Incorporated,Unknown,contact@hackettpublishingcompanyincorporated.com
Chelsea Press,Unknown,contact@chelseapress.com
Transcript Verlag,Unknown,contact@transcriptverlag.com
New Leaf Publishing Group,Unknown,contact@newleafpublishinggroup.com
Jameson Books,Unknown,contact@jamesonbooks.com
Unisa Press,Unknown,contact@unisapress.com
Powell River Books,Unknown,contact@powellriverbooks.com
W. Kimber,Unknown,contact@wkimber.com
Studentlitteratur,Unknown,contact@studentlitteratur.com
5 Prince Publishing,Unknown,contact@princepublishing.com
Day Eight,Unknown,contact@dayeight.com
Institute of Mathematics  Polish Academy of Sciences,Unknown,contact@instituteofmathematicspolishacademyofsciences.com
Lombardi,Unknown,contact@lombardi.com
Graphic-Sha Publishing,Unknown,contact@graphicshapublishing.com
Gill and Macmillan,Unknown,contact@gillandmacmillan.com
Edicions Bromera  SL,Unknown,contact@edicionsbromerasl.com
Signal 8 Press,Unknown,contact@signalpress.com
Finnish Academy of Technical Sciences,Unknown,contact@finnishacademyoftechnicalsciences.com
Niche Pressworks,Unknown,contact@nichepressworks.com
Bungei Shunjū,Unknown,contact@bungeishunj.com
Ren min mei shu chu ban she,Unknown,contact@renminmeishuchubanshe.com
Braseberry Press,Unknown,contact@braseberrypress.com
Academica Press,Unknown,contact@academicapress.com
Izdevniecība "Latvijas enciklopēdija",Unknown,contact@izdevniecibalatvijasenciklopedija.com
Rowman & Littlefield (Non NBN),Unknown,contact@rowmanlittlefieldnonnbn.com
Kidsbooks,Unknown,contact@kidsbooks.com
Fons Vitae,Unknown,contact@fonsvitae.com
Benedikt Taschen Verlag,Unknown,contact@benedikttaschenverlag.com
Ulverscroft Large Print Books,Unknown,contact@ulverscroftlargeprintbooks.com
Klock & Klock,Unknown,contact@klockklock.com
Beach Holme Pub Ltd,Unknown,contact@beachholmepubltd.com
Sovereign World Ltd,Unknown,contact@sovereignworldltd.com
Sovereign Pubns,Unknown,contact@sovereignpubns.com
Empecheurs Penser en Rond,Unknown,contact@empecheurspenserenrond.com
Prestel Pub,Unknown,contact@prestelpub.com
Epsilon,Unknown,contact@epsilon.com
Society of American Archivists,Unknown,contact@societyofamericanarchivists.com
D.C. Heath Canada,Unknown,contact@dcheathcanada.com
Verl. Die Blaue Eule,Unknown,contact@verldieblaueeule.com
s.n,Unknown,contact@sn.com
Rikuyo-sha Publishing,Unknown,contact@rikuyoshapublishing.com
Media Management Center  Northwestern University,Unknown,contact@mediamanagementcenternorthwesternuniversity.com
Penguin Press,Unknown,contact@penguinpress.com
Simon and Schuster Books for Young Readers,Unknown,contact@simonandschusterbooksforyoungreaders.com
Edizioni Charta,Unknown,contact@edizionicharta.com
Söderström,Unknown,contact@soderstrom.com
Cooperativa Editorial Magisterio,Unknown,contact@cooperativaeditorialmagisterio.com
Yen Press,Unknown,contact@yenpress.com
Silent Ears and Mouths LLC,Unknown,contact@silentearsandmouthsllc.com
Penguin Publishing Group,Unknown,contact@penguinpublishinggroup.com
Clipper Large Print,Unknown,contact@clipperlargeprint.com
Churchill Livingstone,Unknown,contact@churchilllivingstone.com
Ostracon,Unknown,contact@ostracon.com
Zhongguo fa zhi chu ban she,Unknown,contact@zhongguofazhichubanshe.com
McGill-Queen's University Press,Unknown,contact@mcgillqueensuniversitypress.com
Datta  Meenakshi,Unknown,contact@dattameenakshi.com
Beyaz Balina Yayinlari,Unknown,contact@beyazbalinayayinlari.com
HarperCollins Español,Unknown,contact@harpercollinsespaol.com
Leykam,Unknown,contact@leykam.com
Institut de Ciències Polítiques i Socials,Unknown,contact@institutdecinciespoltiquesisocials.com
UNIVERSIDAD NACIONAL DE QUILMES,Unknown,contact@universidadnacionaldequilmes.com
Whitston Pub.,Unknown,contact@whitstonpub.com
Libroexpres,Unknown,contact@libroexpres.com
Hypourgeio Politismou kai Tourismou  Vyzantino kai Christianiko Mouseio,Unknown,contact@hypourgeiopolitismoukaitourismouvyzantinokaichristianikomouseio.com
Catarata,Unknown,contact@catarata.com
Wildcat Canyon Books,Unknown,contact@wildcatcanyonbooks.com
Kyōiku Shuppan,Unknown,contact@kyikushuppan.com
Ping art space,Unknown,contact@pingartspace.com
Sociedad General Espanola de Libreria,Unknown,contact@sociedadgeneralespanoladelibreria.com
Baula,Unknown,contact@baula.com
KR Press  LLC,Unknown,contact@krpressllc.com
Tate Publishing,Unknown,contact@tatepublishing.com
E.P.E.S.A.,Unknown,contact@epesa.com
Wild Dog Press,Unknown,contact@wilddogpress.com
Da Capo Press,Unknown,contact@dacapopress.com
Viident Co.,Unknown,contact@viidentco.com
Les Presses de l'Université Laval,Unknown,contact@lespressesdeluniversitlaval.com
Skira Editore,Unknown,contact@skiraeditore.com
TACAMO Publishing,Unknown,contact@tacamopublishing.com
Olympia Publishers,Unknown,contact@olympiapublishers.com
Sellier - de Gruyter,Unknown,contact@sellierdegruyter.com
Maverick Arts Publishing,Unknown,contact@maverickartspublishing.com
Bethany House Publishers,Unknown,contact@bethanyhousepublishers.com
Fliegenkopf,Unknown,contact@fliegenkopf.com
Blackwell Publishing Limited,Unknown,contact@blackwellpublishinglimited.com
New Canadian Library,Unknown,contact@newcanadianlibrary.com
Salamander Books,Unknown,contact@salamanderbooks.com
AIPI,Unknown,contact@aipi.com
National Galleries Of Scotland,Unknown,contact@nationalgalleriesofscotland.com
Baylor University Press,Unknown,contact@bayloruniversitypress.com
Society for Industrial and Applied Mathematics,Unknown,contact@societyforindustrialandappliedmathematics.com
Books on Tape  Inc.,Unknown,contact@booksontapeinc.com
Training Resource Network,Unknown,contact@trainingresourcenetwork.com
University of Washington Press,Unknown,contact@universityofwashingtonpress.com
Dorrance Publishing Co.  Inc.,Unknown,contact@dorrancepublishingcoinc.com
Pflaum Publishing Group,Unknown,contact@pflaumpublishinggroup.com
Mega-Innovative Mind Int's Ins,Unknown,contact@megainnovativemindintsins.com
Intl Pr,Unknown,contact@intlpr.com
Modus Vivendi Pub Inc,Unknown,contact@modusvivendipubinc.com
Diogenes,Unknown,contact@diogenes.com
Panstwowy Instytut Geologiczny,Unknown,contact@panstwowyinstytutgeologiczny.com
Pisces Books,Unknown,contact@piscesbooks.com
Luchterhand Literaturverlag,Unknown,contact@luchterhandliteraturverlag.com
Österreichischer Wirtschaftsverlag,Unknown,contact@osterreichischerwirtschaftsverlag.com
Serander,Unknown,contact@serander.com
Seren,Unknown,contact@seren.com
Ėkonomika,Unknown,contact@konomika.com
CASE Publications,Unknown,contact@casepublications.com
Wiley Law Publications,Unknown,contact@wileylawpublications.com
Heinemann Professional,Unknown,contact@heinemannprofessional.com
ONIKS 21 vek  T︠S︡entr obshchechelovecheskikh t︠s︡ennosteĭ,Unknown,contact@oniksvektsentrobshchechelovecheskikhtsennoste.com
University of Georgia Press,Unknown,contact@universityofgeorgiapress.com
Casperian books,Unknown,contact@casperianbooks.com
Taylor & Francis Inc,Unknown,contact@taylorfrancisinc.com
Galley Press,Unknown,contact@galleypress.com
Cappelen,Unknown,contact@cappelen.com
Guang da wen hua shi ye you xian gong si,Unknown,contact@guangdawenhuashiyeyouxiangongsi.com
Victor Books,Unknown,contact@victorbooks.com
Porta Alba Verlag,Unknown,contact@portaalbaverlag.com
Black & White Publishing,Unknown,contact@blackwhitepublishing.com
Hebei da xue chu ban she,Unknown,contact@hebeidaxuechubanshe.com
Water Resources Publications  LLC,Unknown,contact@waterresourcespublicationsllc.com
Avalon Publishing,Unknown,contact@avalonpublishing.com
S.S. "Gamomcʻemloba Ačara",Unknown,contact@ssgamomcemlobaacara.com
Blake  Toni,Unknown,contact@blaketoni.com
MacAdam/Cage,Unknown,contact@macadamcage.com
Lidec,Unknown,contact@lidec.com
Holt  Reinehart and Winston,Unknown,contact@holtreinehartandwinston.com
Otakustantamo,Unknown,contact@otakustantamo.com
Centro Ambrosiano,Unknown,contact@centroambrosiano.com
Tramuntana Editorial,Unknown,contact@tramuntanaeditorial.com
Les éditions du Carroussel,Unknown,contact@lesditionsducarroussel.com
galton.org,Unknown,contact@galtonorg.com
Devon Gambrell,Unknown,contact@devongambrell.com
Timberline Press,Unknown,contact@timberlinepress.com
Chooseco LLC,Unknown,contact@choosecollc.com
Poetry Translation Centre,Unknown,contact@poetrytranslationcentre.com
Columna,Unknown,contact@columna.com
"Lybid'",Unknown,contact@lybid.com
Belonging Beyond Borders  LLC,Unknown,contact@belongingbeyondbordersllc.com
Muʼassisah-i Pazhūhishī-i Tārīkh-i Adabiyāt-i Kūdakān,Unknown,contact@muassisahipazhhishitrkhiadabiytikdakn.com
Stackpole Books,Unknown,contact@stackpolebooks.com
Wilshire Book Company,Unknown,contact@wilshirebookcompany.com
Summerland Publishing (CA),Unknown,contact@summerlandpublishingca.com
Synergy Books,Unknown,contact@synergybooks.com
McGraw-Hill/Glencoe,Unknown,contact@mcgrawhillglencoe.com
Book Creek Pub.,Unknown,contact@bookcreekpub.com
National Library of Canada = BibliotheÌque nationale du Canada,Unknown,contact@nationallibraryofcanadabibliothequenationaleducanada.com
Alfred Publishing,Unknown,contact@alfredpublishing.com
